歌曲編號,歌曲名稱,歌星 A,歌星 B,路徑 1,路徑 2,歌曲檔名,新增日期,分類,歌曲注音,歌曲拼音,語別,點播次數,版權01,版權02,版權03,版權04,版權05,版權06,狀態,歌名字數,人聲,狀態2,情境,歌星A注音,歌星B注音,歌星A分類,歌星B分類,歌星A簡體,歌星B簡體,歌名簡體
401366,惡作劇,祝子杰,,\\SVR01\DISK05\,\\SVR02\DISK05\,401366.mpg,2017/09/23,,B1,,ㄜㄗㄐ ㄇㄖㄓㄗ,EZJMRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,9,1,0,明亮,ㄓㄗㄐ,,男,,祝子杰,,恶作剧
401365,啊嚶,王寅時,,\\SVR01\DISK05\,\\SVR02\DISK05\,401365.mpg,2017/09/23,,B1,,ㄚㄧ ㄇㄖㄓㄗ,AYMRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,8,1,0,明亮,ㄨㄧㄕ,,男,,王寅时,,啊嘤
401364,旅行的意義,王柏龍,,\\SVR01\DISK05\,\\SVR02\DISK05\,401364.mpg,2017/09/23,,B1,,ㄌㄒㄉㄧㄧ ㄇㄖㄓㄗ,LXDYYMRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,11,1,0,明亮,ㄨㄅㄌ,,男,,王柏龙,,旅行的意义
401363,威廉古堡,鄭金滔,,\\SVR01\DISK05\,\\SVR02\DISK05\,401363.mpg,2017/09/23,,B1,,ㄨㄌㄍㄅ ㄇㄖㄓㄗ,WLGBMRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,10,1,0,明亮,ㄓㄐㄊ,,男,,郑金滔,,威廉古堡
401362,初愛,張棟河,,\\SVR01\DISK05\,\\SVR02\DISK05\,401362.mpg,2017/09/23,,B1,,ㄔㄞ ㄇㄖㄓㄗ,CAMRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,8,1,0,明亮,ㄓㄉㄏ,,男,,张栋河,,初爱
401361,我喜歡上你時的內心活動,趙天宇,,\\SVR01\DISK05\,\\SVR02\DISK05\,401361.mpg,2017/09/23,,B1,,ㄨㄒㄏㄕㄋㄕㄉㄋㄒㄏㄉ ㄇㄖㄓㄗ,WXHSNSDNXHDMRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,17,1,0,明亮,ㄓㄊㄩ,,男,,赵天宇,,我喜欢上你时的内心活动
401360,但願人長久,王竟力,,\\SVR01\DISK05\,\\SVR02\DISK05\,401360.mpg,2017/09/23,,B1,,ㄉㄩㄖㄔㄐ ㄇㄖㄓㄗ,DYRCJMRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,11,1,0,明亮,ㄨㄐㄌ,,男,,王竟力,,但愿人长久
401359,安全感,張洢豪,,\\SVR01\DISK05\,\\SVR02\DISK05\,401359.mpg,2017/09/23,,B1,,ㄢㄑㄍ ㄇㄖㄓㄗ,AQGMRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,9,1,0,明亮,ㄓㄧㄏ,,男,,张洢豪,,安全感
401358,四號病房,鄭金滔,,\\SVR01\DISK05\,\\SVR02\DISK05\,401358.mpg,2017/09/23,,B1,,ㄙㄏㄅㄈ ㄇㄖㄓㄗ,SHBFMRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,10,1,0,明亮,ㄓㄐㄊ,,男,,郑金滔,,四号病房
401357,天已黑,朱澤鋒,,\\SVR01\DISK05\,\\SVR02\DISK05\,401357.mpg,2017/09/23,,B1,,ㄊㄧㄏ ㄇㄖㄓㄗ,TYHMRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,9,1,0,明亮,ㄓㄗㄈ,,男,,朱泽锋,,天已黑
401356,刀劍如夢,秦子墨,,\\SVR01\DISK05\,\\SVR02\DISK05\,401356.mpg,2017/09/23,,B1,,ㄉㄐㄖㄇ ㄇㄖㄓㄗ,DJRMMRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,10,1,0,明亮,ㄑㄗㄇ,,男,,秦子墨,,刀剑如梦
401355,SAY SOMETHING,周震南,,\\SVR01\DISK05\,\\SVR02\DISK05\,401355.mpg,2017/09/23,,B1,,ㄇㄖㄓㄗ,MRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,19,1,0,明亮,ㄓㄓㄋ,,男,,周震南,,SAY SOMETHING
401354,回到未來,卓卓,TIZZY,\\SVR01\DISK05\,\\SVR02\DISK05\,401354.mpg,2017/09/07,,B1,,ㄏㄉㄨㄌ ㄓㄍㄧㄒㄏ,HDWLZGYXH,國語,0,其他,中國有嘻哈,原影,有人聲,,,0,11,1,0,明亮,ㄓㄓ,,男,男,卓卓,TIZZY,回到未来
401353,三月,胡斯默,,\\SVR01\DISK05\,\\SVR02\DISK05\,401353.mpg,2017/09/07,,B1,,ㄙㄩ ㄓㄍㄒㄍㄕ,SYZGXGS,國語,0,其他,中國新歌聲,原影,有人聲,,,0,9,1,0,明亮,ㄏㄙㄇ,,男,,胡斯默,,三月
401352,至少還有你,林憶蓮,夏瑤,\\SVR01\DISK05\,\\SVR02\DISK05\,401352.mpg,2017/09/07,,B1,,ㄓㄕㄏㄧㄋ ㄨㄒㄏㄋㄔ,ZSHYNWXHNC,國語,0,其他,我想和你唱,原影,有人聲,,,0,12,1,0,明亮,ㄌㄧㄌ,ㄒㄧ,女,女,林忆莲,夏瑶,至少还有你
401351,再不瘋狂我們就老了,李宇春,彭雅純,\\SVR01\DISK05\,\\SVR02\DISK05\,401351.mpg,2017/09/07,,B1,,ㄗㄅㄈㄎㄨㄇㄐㄌㄌ ㄨㄒㄏㄋㄔ,ZBFKWMJLLWXHNC,國語,0,其他,我想和你唱,原影,有人聲,,,0,16,1,0,明亮,ㄌㄩㄔ,ㄆㄧㄔ,女,女,李宇春,彭雅纯,再不疯狂我们就老了
401350,下個路口見,李宇春,彭雅純,\\SVR01\DISK05\,\\SVR02\DISK05\,401350.mpg,2017/09/07,,B1,,ㄒㄍㄌㄎㄐ ㄨㄒㄏㄋㄔ,XGLKJWXHNC,國語,0,其他,我想和你唱,原影,有人聲,,,0,12,1,0,明亮,ㄌㄩㄔ,ㄆㄧㄔ,女,女,李宇春,彭雅纯,下个路口见
401349,以父之名,李炎欣,,\\SVR01\DISK05\,\\SVR02\DISK05\,401349.mpg,2017/09/07,,B1,,ㄧㄈㄓㄇ ㄇㄖㄓㄗ,YFZMMRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,10,1,0,明亮,ㄌㄧㄒ,,男,,李炎欣,,以父之名
401348,全部都是你,連准偉,,\\SVR01\DISK05\,\\SVR02\DISK05\,401348.mpg,2017/09/07,,B1,,ㄑㄅㄉㄕㄋ ㄇㄖㄓㄗ,QBDSNMRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,11,1,0,明亮,ㄌㄓㄨ,,男,,连准伟,,全部都是你
401347,你說得對,廖俊濤,,\\SVR01\DISK05\,\\SVR02\DISK05\,401347.mpg,2017/09/07,,B1,,ㄋㄕㄉㄉ ㄇㄖㄓㄗ,NSDDMRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,10,1,0,明亮,ㄌㄐㄊ,,男,,廖俊涛,,你说得对
401346,告白氣球+稻香,李明源,,\\SVR01\DISK05\,\\SVR02\DISK05\,401346.mpg,2017/09/07,,B1,,ㄍㄅㄑㄑ ㄉㄒ ㄇㄖㄓㄗ,GBQQDXMRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,13,1,0,明亮,ㄌㄇㄩ,,男,,李明源,,告白气球+稻香
401345,流著淚說分手,孟子坤,,\\SVR01\DISK05\,\\SVR02\DISK05\,401345.mpg,2017/09/07,,B1,,ㄌㄓㄌㄕㄈㄕ ㄇㄖㄓㄗ,LZLSFSMRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,12,1,0,明亮,ㄇㄗㄎ,,男,,孟子坤,,流著泪说分手
401344,我管你,明日之子群星,,\\SVR01\DISK05\,\\SVR02\DISK05\,401344.mpg,2017/09/07,,B1,,ㄨㄍㄋ ㄇㄖㄓㄗ,WGNMRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,9,1,0,明亮,ㄇㄖㄓㄗㄑㄒ,,團,,明日之子群星,,我管你
401343,認真的雪,明日之子群星,,\\SVR01\DISK05\,\\SVR02\DISK05\,401343.mpg,2017/09/07,,B1,,ㄖㄓㄉㄒ ㄇㄖㄓㄗ,RZDXMRZZ,國語,0,其他,明日之子,原影,有人聲,,,0,10,1,0,明亮,ㄇㄖㄓㄗㄑㄒ,,團,,明日之子群星,,认真的雪
401342,甜葡萄紅眼睛,JONY J,鬼卞,\\SVR01\DISK05\,\\SVR02\DISK05\,401342.mpg,2017/08/20,,B1,,ㄊㄆㄊㄏㄧㄐ ㄓㄍㄧㄒㄏ,TPTHYJZGYXH,國語,0,其他,中國有嘻哈,原影,有人聲,,,0,13,1,0,動感,,ㄍㄅ,男,男,JONY J,鬼卞,甜葡萄红眼睛
401341,只聽自己的歌,GAI,趙濤,\\SVR01\DISK05\,\\SVR02\DISK05\,401341.mpg,2017/08/20,,B1,,ㄓㄊㄗㄐㄉㄍ ㄓㄍㄧㄒㄏ,ZTZJDGZGYXH,國語,0,其他,中國有嘻哈,原影,有人聲,,,0,13,1,0,動感,,ㄓㄊ,男,男,GAI,赵涛,只听自己的歌
401340,兄弟們的歌,HIPHOPMAN,OBI,\\SVR01\DISK05\,\\SVR02\DISK05\,401340.mpg,2017/08/20,,B1,,ㄒㄉㄇㄉㄍ ㄓㄍㄧㄒㄏ,XDMDGZGYXH,國語,0,其他,中國有嘻哈,原影,有人聲,,,0,12,1,0,動感,,,男,男,HIPHOPMAN,OBI,兄弟们的歌
401339,地震安全歌,唐子桐,,\\SVR01\DISK05\,\\SVR02\DISK05\,401339.mpg,2017/08/20,,B1,,ㄉㄓㄢㄑㄍ ㄍㄕㄉㄔㄅ,DZAQGGSDCB,國語,0,其他,歌聲的翅膀,原影,有人聲,,,0,12,1,0,明亮,,,,,唐子桐,,地震安全歌
401338,當你老了,陳璐瑤,,\\SVR01\DISK05\,\\SVR02\DISK05\,401338.mpg,2017/08/20,,B1,,ㄉㄋㄌㄌ ㄍㄕㄉㄔㄅ,DNLLGSDCB,國語,0,其他,歌聲的翅膀,原影,有人聲,,,0,11,1,0,明亮,ㄔㄌㄧ,,女,,陈璐瑶,,当你老了
401337,茉莉花,蔡國慶,伊莉莎白,\\SVR01\DISK05\,\\SVR02\DISK05\,401337.mpg,2017/08/20,,B1,,ㄇㄌㄏ ㄍㄕㄉㄔㄅ,MLHGSDCB,國語,0,其他,歌聲的翅膀,原影,有人聲,,,0,10,1,0,明亮,ㄘㄍㄑ,ㄧㄌㄕㄅ,男,女,蔡国庆,伊莉莎白,茉莉花
401336,呼倫貝爾大草原,德德瑪,蘇永寶,\\SVR01\DISK05\,\\SVR02\DISK05\,401336.mpg,2017/08/20,,B1,,ㄏㄌㄅㄦㄉㄘㄩ ㄍㄕㄉㄔㄅ,HLBEDCYGSDCB,國語,0,其他,歌聲的翅膀,原影,有人聲,,,0,14,1,0,明亮,ㄉㄉㄇ,ㄙㄩㄅ,女,男,德德玛,苏永宝,呼伦贝尔大草原
401335,從前慢,葉炫清,,\\SVR01\DISK05\,\\SVR02\DISK05\,401335.mpg,2017/08/20,,B1,,ㄘㄑㄇ ㄓㄍㄒㄍㄕ,CQMZGXGS,國語,0,其他,中國新歌聲,原影,有人聲,,,0,10,1,0,明亮,ㄧㄒㄑ,,女,,叶炫清,,从前慢
401334,淘汰,朱文婷,,\\SVR01\DISK05\,\\SVR02\DISK05\,401334.mpg,2017/08/20,,B1,,ㄊㄊ ㄓㄍㄒㄍㄕ,TTZGXGS,國語,0,其他,中國新歌聲,原影,有人聲,,,0,9,1,0,明亮,ㄓㄨㄊ,,女,,朱文婷,,淘汰
401333,謝謝儂,周杰倫,陳奕迅,\\SVR01\DISK05\,\\SVR02\DISK05\,401333.mpg,2017/08/20,,B1,,ㄒㄒㄋ ㄓㄍㄒㄍㄕ,XXNZGXGS,國語,0,其他,中國新歌聲,原影,有人聲,,,0,10,1,0,明亮,ㄓㄐㄌ,ㄔㄧㄒ,男,男,周杰伦,陈奕迅,谢谢侬
401332,窮開心,次仁拉吉,,\\SVR01\DISK05\,\\SVR02\DISK05\,401332.mpg,2017/08/20,,B1,,ㄑㄎㄒ ㄓㄍㄒㄍㄕ,QKXZGXGS,國語,0,其他,中國新歌聲,原影,有人聲,,,0,10,1,0,明亮,ㄘㄖㄌㄐ,,女,,次仁拉吉,,穷开心
401331,滄海一聲笑,陳奕迅,那英,\\SVR01\DISK05\,\\SVR02\DISK05\,401331.mpg,2017/08/20,,B1,,ㄘㄏㄧㄕㄒ ㄓㄍㄒㄍㄕ,CHYSXZGXGS,國語,0,其他,中國新歌聲,原影,有人聲,,,0,12,1,0,明亮,ㄔㄧㄒ,ㄋㄧ,男,女,陈奕迅,那英,沧海一声笑
401330,菊花台,陳奕迅,劉歡,\\SVR01\DISK05\,\\SVR02\DISK05\,401330.mpg,2017/08/20,,B1,,ㄐㄏㄊ ㄓㄍㄒㄍㄕ,JHTZGXGS,國語,0,其他,中國新歌聲,原影,有人聲,,,0,10,1,0,明亮,ㄔㄧㄒ,ㄌㄏ,男,男,陈奕迅,刘欢,菊花台
401329,心亂飛,汪蘇瀧,陶吉吉,\\SVR01\DISK05\,\\SVR02\DISK05\,401329.mpg,2017/08/20,,B1,,ㄒㄌㄈ ㄐㄑㄌ,XLFJQL,國語,0,其他,金曲撈,原影,有人聲,,,0,8,1,0,明亮,ㄨㄙㄌ,,男,,汪苏泷,陶吉吉,心乱飞
401328,心亂飛,汪蘇瀧,,\\SVR01\DISK05\,\\SVR02\DISK05\,401328.mpg,2017/08/20,,B1,,ㄒㄌㄈ ㄐㄑㄌ,XLFJQL,國語,0,其他,金曲撈,原影,有人聲,,,0,8,1,0,明亮,ㄨㄙㄌ,,男,,汪苏泷,,心乱飞
401327,愛夏,胡夏,謝雅兒,\\SVR01\DISK05\,\\SVR02\DISK05\,401327.mpg,2017/08/20,,B1,,ㄞㄒ ㄨㄒㄏㄋㄔ,AXWXHNC,國語,0,其他,我想和你唱,原影,有人聲,,,0,9,1,0,明亮,ㄏㄒ,ㄒㄧㄦ,男,女,胡夏,谢雅儿,爱夏
401326,過火,張信哲,閃爍,\\SVR01\DISK05\,\\SVR02\DISK05\,401326.mpg,2017/08/20,,B1,,ㄍㄏ ㄨㄒㄏㄋㄔ,GHWXHNC,國語,0,其他,我想和你唱,原影,有人聲,,,0,9,1,0,明亮,ㄓㄒㄓ,ㄕㄕ,男,女,张信哲,闪烁,过火
401325,花開在眼前,韓磊,王小小,\\SVR01\DISK05\,\\SVR02\DISK05\,401325.mpg,2017/08/20,,B1,,ㄏㄎㄗㄧㄑ ㄨㄒㄏㄋㄔ,HKZYQWXHNC,國語,0,其他,我想和你唱,原影,有人聲,,,0,12,1,0,明亮,ㄏㄌ,ㄨㄒㄒ,男,女,韩磊,王小小,花开在眼前
401324,男孩,梁博,高譽容,\\SVR01\DISK05\,\\SVR02\DISK05\,401324.mpg,2017/08/20,,B1,,ㄋㄏ ㄨㄒㄏㄋㄔ,NHWXHNC,國語,0,其他,我想和你唱,原影,有人聲,,,0,9,1,0,明亮,ㄌㄅ,ㄍㄩㄖ,男,女,梁博,高誉容,男孩
401323,泡沫,鄧紫棋,余賽亞,\\SVR01\DISK05\,\\SVR02\DISK05\,401323.mpg,2017/08/20,,B1,,ㄆㄇ ㄨㄒㄏㄋㄔ,PMWXHNC,國語,0,其他,我想和你唱,原影,有人聲,,,0,9,1,0,明亮,ㄉㄗㄑ,ㄩㄙㄧ,女,女,邓紫棋,余赛亚,泡沫
401322,光年之外,鄧紫棋,余賽亞,\\SVR01\DISK05\,\\SVR02\DISK05\,401322.mpg,2017/08/20,,B1,,ㄍㄋㄓㄨ ㄨㄒㄏㄋㄔ,GNZWWXHNC,國語,0,其他,我想和你唱,原影,有人聲,,,0,11,1,0,明亮,ㄉㄗㄑ,ㄩㄙㄧ,女,女,邓紫棋,余赛亚,光年之外
401321,有沒有那麼一首歌,周傳雄,,\\SVR01\DISK05\,\\SVR02\DISK05\,401321.mpg,2017/08/20,,B1,,ㄧㄇㄧㄋㄇㄧㄕㄍ ㄨㄌㄧㄌㄏ,YMYNMYSGWLYLH,國語,0,其他,圍爐音樂會,原影,有人聲,,,0,15,1,0,明亮,ㄓㄔㄒ,,男,,周传雄,,有没有那么一首歌
401320,為了愛夢一生,王傑,,\\SVR01\DISK05\,\\SVR02\DISK05\,401320.mpg,2017/08/20,,B1,,ㄨㄌㄞㄇㄧㄕ,WLAMYS,國語,0,其他,圍爐音樂會,原影,有人聲,,,0,6,1,0,明亮,ㄨㄐ,,男,,王杰,,为了爱梦一生
401319,英雄淚,王傑,,\\SVR01\DISK05\,\\SVR02\DISK05\,401319.mpg,2017/08/20,,B1,,ㄧㄒㄌ,YXL,國語,0,其他,圍爐音樂會,原影,有人聲,,,0,3,1,0,明亮,ㄨㄐ,,男,,王杰,,英雄泪
401318,她的背影,王傑,,\\SVR01\DISK05\,\\SVR02\DISK05\,401318.mpg,2017/08/20,,B1,,ㄊㄉㄅㄧ ㄨㄌㄧㄌㄏ,TDBYWLYLH,國語,0,其他,圍爐音樂會,原影,有人聲,,,0,11,1,0,明亮,ㄨㄐ,,男,,王杰,,她的背影
401317,哈薩雅琪,周傳雄,孫驍,\\SVR01\DISK05\,\\SVR02\DISK05\,401317.mpg,2017/08/20,,B1,,ㄏㄙㄧㄑ ㄨㄌㄧㄌㄏ,HSYQWLYLH,國語,0,其他,圍爐音樂會,原影,有人聲,,,0,11,1,0,明亮,ㄓㄔㄒ,ㄙㄒ,男,男,周传雄,孙骁,哈萨雅琪
401316,那麼愛你為什麼,黃品源,,\\SVR01\DISK05\,\\SVR02\DISK05\,401316.mpg,2017/08/20,,B1,,ㄋㄇㄞㄋㄨㄕㄇ ㄨㄌㄧㄌㄏ,NMANWSMWLYLH,國語,0,其他,圍爐音樂會,原影,有人聲,,,0,14,1,0,明亮,ㄏㄆㄩ,,男,,黄品源,,那么爱你为什么
401315,有多少愛可以重來,迪克牛仔,劉心,\\SVR01\DISK05\,\\SVR02\DISK05\,401315.mpg,2017/08/20,,B1,,ㄧㄉㄕㄞㄎㄧㄓㄌ ㄨㄌㄧㄌㄏ,YDSAKYZLWLYLH,國語,0,其他,圍爐音樂會,原影,有人聲,,,0,15,1,0,明亮,ㄉㄎㄋㄗ,ㄌㄒ,男,男,迪克牛仔,刘心,有多少爱可以重来
401314,小薇,黃品源,萬芳,\\SVR01\DISK05\,\\SVR02\DISK05\,401314.mpg,2017/08/20,,B1,,ㄒㄨ ㄨㄌㄧㄌㄏ,XWWLYLH,國語,0,其他,圍爐音樂會,原影,有人聲,,,0,9,1,0,明亮,ㄏㄆㄩ,ㄨㄈ,男,女,黄品源,万芳,小薇
401313,大英雄,黃貫中,,\\SVR01\DISK05\,\\SVR02\DISK05\,401313.mpg,2017/08/20,,B1,,ㄉㄧㄒ ㄨㄌㄧㄌㄏ,DYXWLYLH,國語,0,其他,圍爐音樂會,原影,有人聲,,,0,10,1,0,明亮,ㄏㄍㄓ,,男,,黄贯中,,大英雄
401312,給那個誰的第一首歌,陳建斌,,\\SVR01\DISK05\,\\SVR02\DISK05\,401312.mpg,2017/08/20,,B1,,ㄍㄋㄍㄕㄉㄉㄧㄕㄍ ㄎㄐㄍㄨ,GNGSDDYSGKJGW,國語,0,其他,跨界歌王,原影,有人聲,,,0,15,1,0,明亮,ㄔㄐㄅ,,男,,陈建斌,,给那个谁的第一首歌
401311,晴天,婁藝瀟,,\\SVR01\DISK05\,\\SVR02\DISK05\,401311.mpg,2017/08/20,,B1,,ㄑㄊ ㄎㄐㄍㄨ,QTKJGW,國語,0,其他,跨界歌王,原影,有人聲,,,0,8,1,0,明亮,ㄌㄧㄒ,,女,,娄艺潇,,晴天
401310,當你,安悅溪,,\\SVR01\DISK05\,\\SVR02\DISK05\,401310.mpg,2017/08/20,,B1,,ㄉㄋ ㄎㄐㄍㄨ,DNKJGW,國語,0,其他,跨界歌王,原影,有人聲,,,0,8,1,0,明亮,ㄢㄩㄒ,,女,,安悦溪,,当你
401309,被遺忘的傳奇般的溫柔,李健,姚晨,\\SVR01\DISK05\,\\SVR02\DISK05\,401309.mpg,2017/08/20,,B1,,ㄅㄧㄨㄉㄔㄑㄅㄉㄨㄖ ㄎㄐㄍㄨ,BYWDCQBDWRKJGW,國語,0,其他,跨界歌王,原影,有人聲,,,0,16,1,0,浪漫,ㄌㄐ,ㄧㄔ,男,女,李健,姚晨,被遗忘的传奇般的温柔
401308,清白之年,王珞丹,樸樹,\\SVR01\DISK05\,\\SVR02\DISK05\,401308.mpg,2017/08/20,,B1,,ㄑㄅㄓㄋ ㄎㄐㄍㄨ,QBZNKJGW,國語,0,其他,跨界歌王,原影,有人聲,,,0,10,1,0,明亮,ㄨㄌㄉ,ㄆㄕ,女,男,王珞丹,朴树,清白之年
401307,消失,周冬雨,,\\SVR01\DISK05\,\\SVR02\DISK05\,401307.mpg,2017/08/20,,B1,,ㄒㄕ ㄎㄐㄍㄨ,XSKJGW,國語,0,其他,跨界歌王,原影,有人聲,,,0,8,1,0,明亮,ㄓㄉㄩ,,女,,周冬雨,,消失
401306,倔強,鄧倫,,\\SVR01\DISK05\,\\SVR02\DISK05\,401306.mpg,2017/08/20,,B1,,ㄐㄑ ㄎㄐㄍㄨ,JQKJGW,國語,0,其他,跨界歌王,原影,有人聲,,,0,8,1,0,明亮,ㄉㄌ,,男,,邓伦,,倔强
401305,狂流,陳建斌,齊秦,\\SVR01\DISK05\,\\SVR02\DISK05\,401305.mpg,2017/08/20,,B1,,ㄎㄌ ㄎㄐㄍㄨ,KLKJGW,國語,0,其他,跨界歌王,原影,有人聲,,,0,8,1,0,明亮,ㄔㄐㄅ,ㄑㄑ,男,男,陈建斌,齐秦,狂流
401304,你的微笑,安悅溪,,\\SVR01\DISK05\,\\SVR02\DISK05\,401304.mpg,2017/08/20,,B1,,ㄋㄉㄨㄒ ㄎㄐㄍㄨ,NDWXKJGW,國語,0,其他,跨界歌王,原影,有人聲,,,0,10,1,0,明亮,ㄢㄩㄒ,,女,,安悦溪,,你的微笑
401303,因為愛情,陳赫,婁藝瀟,\\SVR01\DISK05\,\\SVR02\DISK05\,401303.mpg,2017/08/20,,B1,,ㄧㄨㄞㄑ ㄎㄐㄍㄨ,YWAQKJGW,國語,0,其他,跨界歌王,原影,有人聲,,,0,10,1,0,浪漫,ㄔㄏ,ㄌㄧㄒ,男,女,陈赫,娄艺潇,因为爱情
401302,光輝歲月,陳赫,小沈揚,\\SVR01\DISK05\,\\SVR02\DISK05\,401302.mpg,2017/08/20,,B1,,ㄍㄏㄙㄩ ㄎㄐㄍㄨ,GHSYKJGW,國語,0,其他,跨界歌王,原影,有人聲,,,0,10,1,0,明亮,ㄔㄏ,ㄒㄕㄧ,男,男,陈赫,小沈扬,光辉岁月
401301,天已黑,鄧倫,楊宗緯,\\SVR01\DISK05\,\\SVR02\DISK05\,401301.mpg,2017/08/20,,B1,,ㄊㄧㄏ ㄎㄐㄍㄨ,TYHKJGW,國語,0,其他,跨界歌王,原影,有人聲,,,0,9,1,0,明亮,ㄉㄌ,ㄧㄗㄨ,男,男,邓伦,杨宗纬,天已黑
401300,天下,謝娜,張杰,\\SVR01\DISK05\,\\SVR02\DISK05\,401300.mpg,2017/08/20,,B1,,ㄊㄒ,TX,國語,26,其他,跨界歌王,原影,有人聲,,,1,2,1,1,明亮,ㄒㄋ,ㄓㄐ,女,男,谢娜,张杰,天下
401299,MAMAK檔,陳赫,,\\SVR01\DISK05\,\\SVR02\DISK05\,401299.mpg,2017/08/20,,B1,,ㄉ ㄎㄐㄍㄨ,DKJGW,國語,0,其他,跨界歌王,原影,有人聲,,,0,12,1,0,明亮,ㄔㄏ,,男,,陈赫,,MAMAK档
401298,戀曲1990,董姿彥,,\\SVR01\DISK05\,\\SVR02\DISK05\,401298.mpg,2017/08/20,,B1,,ㄌㄑ     ㄓㄍㄒㄍㄕ,LQZGXGS,國語,0,其他,中國新歌聲,原影,有人聲,,,0,13,1,0,柔和,ㄉㄗㄧ,,女,,董姿彦,,恋曲1990
401297,因為愛情,那英,周杰倫,\\SVR01\DISK05\,\\SVR02\DISK05\,401297.mpg,2017/08/20,,B1,,ㄧㄨㄞㄑ ㄓㄍㄒㄍㄕ,YWAQZGXGS,國語,0,其他,中國新歌聲,原影,有人聲,,,0,11,1,0,浪漫,ㄋㄧ,ㄓㄐㄌ,女,男,那英,周杰伦,因为爱情
401296,鴿子,胡彥斌,,\\SVR01\DISK05\,\\SVR02\DISK05\,401296.mpg,2017/08/13,,B1,,ㄍㄗ ㄨㄕㄍㄕ,GZWSGS,國語,0,其他,我是歌手,原影,有人聲,,,0,8,1,0,明亮,ㄏㄧㄅ,,男,,胡彦斌,,鸽子
401295,魯冰花,徐佳瑩,,\\SVR01\DISK05\,\\SVR02\DISK05\,401295.mpg,2017/08/13,,B1,,ㄌㄅㄏ ㄨㄕㄍㄕ,LBHWSGS,國語,0,其他,我是歌手,原影,有人聲,,,0,9,1,0,柔和,ㄒㄐㄧ,,女,,徐佳莹,,鲁冰花
401294,難以啟齒的柔弱,金志文,,\\SVR01\DISK05\,\\SVR02\DISK05\,401294.mpg,2017/08/13,,B1,,ㄋㄧㄑㄔㄉㄖㄖ,NYQCDRR,國語,0,其他,KTV,原影,有人聲,,,1,7,1,1,明亮,ㄐㄓㄨ,,男,,金志文,,难以启齿的柔弱
401293,輸了你贏了世界又如何,錢華興,,\\SVR01\DISK05\,\\SVR02\DISK05\,401293.mpg,2017/08/13,,B1,,ㄕㄌㄋㄧㄌㄕㄐㄧㄖㄏ ㄓㄍㄏㄕㄧ,SLNYLSJYRHZGHSY,國語,0,其他,中國好聲音,原影,有人聲,,,0,17,1,0,明亮,ㄑㄏㄒ,,男,,钱华兴,,输了你赢了世界又如何
401292,誰的眼淚在飛,金潤吉,,\\SVR01\DISK05\,\\SVR02\DISK05\,401292.mpg,2017/08/13,,B1,,ㄕㄉㄧㄌㄗㄈ ㄓㄍㄏㄕㄧ,SDYLZFZGHSY,國語,0,其他,中國好聲音,原影,有人聲,,,0,13,1,0,明亮,ㄐㄖㄐ,,男,,金润吉,,谁的眼泪在飞
401291,蝸牛,汪峰戰隊,,\\SVR01\DISK05\,\\SVR02\DISK05\,401291.mpg,2017/08/13,,B1,,ㄍㄋ ㄓㄍㄏㄕㄧ,GNZGHSY,國語,0,其他,中國好聲音,原影,有人聲,,,0,9,1,0,明亮,ㄨㄈㄓㄉ,,團,,汪峰战队,,蜗牛
401290,純真年代,老狼,,\\SVR01\DISK05\,\\SVR02\DISK05\,401290.mpg,2017/08/13,,B1,,ㄔㄓㄋㄉ ㄨㄕㄍㄕ,CZNDWSGS,國語,0,其他,我是歌手,原影,有人聲,,,0,10,1,0,明亮,ㄌㄌ,,男,,老狼,,纯真年代
401289,愛是永恆,THE ONE,,\\SVR01\DISK05\,\\SVR02\DISK05\,401289.mpg,2017/08/13,,B1,,ㄞㄕㄩㄏ ㄨㄕㄍㄕ,ASYHWSGS,國語,0,其他,我是歌手,原影,有人聲,,,0,10,1,0,明亮,,,男,,THE ONE,,爱是永恒
401288,來日方長,袁婭維,常石磊,\\SVR01\DISK05\,\\SVR02\DISK05\,401288.mpg,2017/08/13,,B1,,ㄌㄖㄈㄔ ㄨㄕㄍㄕ,LRFCWSGS,國語,0,其他,我是歌手,原影,有人聲,,,0,10,1,0,明亮,ㄩㄧㄨ,ㄔㄕㄌ,女,男,袁娅维,常石磊,来日方长
